Volume (Å³),Energy (eV)
99.43792584000002,-14.466518344004793
102.32018456000003,-14.613330620518157
105.20244328000003,-14.7175447205491
108.08470200000002,-14.785876818078947
110.96696072000005,-14.82970000335779
113.84921944000004,-14.843254094751767
116.73147816000004,-14.834059559111346
