Volume (Å³),Energy (eV)
310.4410050000001,-62.90936262890185
319.4392950000001,-63.10058692377357
328.43758500000007,-63.20663776300632
337.43587500000007,-63.23857467806596
346.4341650000001,-63.211264381127684
355.4324550000001,-63.12385263110991
364.4307450000001,-62.99570533063384
